출발지,출발지 광역지자체,출발지 기초지자체,출발지 위도,출발지 경도,도착지,도착지 광역지자체,도착지 기초지자체,도착지 위도,도착지 경도,요금(고속),요금(우등),요금(프리미엄),요금(심야고속),요금(심야우등),요금(심야프리미엄)
담양,전라남도,담양군,35.31520827,126.9838437,인천공항T1,인천광역시,중구,37.44673742,126.4553059,0,49700,64600,0,59600,77500
담양,전라남도,담양군,35.31520827,126.9838437,인천공항T2,인천광역시,중구,37.46576234,126.4318247,0,49700,64600,0,59600,77500
담양,전라남도,담양군,35.31520827,126.9838437,정안(휴)상행,충청남도,공주시,36.5694881,127.1151662,15100,18400,0,0,0,0
담양,전라남도,담양군,35.31520827,126.9838437,정읍,전라북도,정읍시,35.57299966,126.8454471,5200,6800,0,6200,8100,0
당진,충청남도,당진시,36.9024562,126.645964,대전복합,대전광역시,동구,36.35032438,127.43675,9400,13800,0,0,0,0
당진,충청남도,당진시,36.9024562,126.645964,부산,부산광역시,사상구,35.16323947,128.9825254,0,36600,0,0,0,0
당진,충청남도,당진시,36.9024562,126.645964,서부산(사상),부산광역시,사상구,35.16323947,128.9825254,25900,36500,0,0,0,0
당진,충청남도,당진시,36.9024562,126.645964,센트럴시티(서울),서울특별시,서초구,37.50619217,127.007451,7800,11300,0,0,0,0
당진기지시,충청남도,당진시,36.90415581,126.6943833,대전복합,대전광역시,동구,36.35032438,127.43675,9100,13300,0,0,0,0
당진기지시,충청남도,당진시,36.90415581,126.6943833,부산,부산광역시,사상구,35.16323947,128.9825254,0,35700,0,0,0,0
당진기지시,충청남도,당진시,36.90415581,126.6943833,서부산(사상),부산광역시,사상구,35.16323947,128.9825254,25500,35600,0,0,0,0
당진기지시,충청남도,당진시,36.90415581,126.6943833,센트럴시티(서울),서울특별시,서초구,37.50619217,127.007451,7400,10800,0,0,0,0
대구용계,대구광역시,동구,35.87229744,128.6877534,부산,부산광역시,사상구,35.16323947,128.9825254,7500,11000,0,9000,13200,0
대전도룡,대전광역시,유성구,36.3809306,127.3778854,서울경부,서울특별시,서초구,37.50619217,127.007451,11500,16900,0,13800,20200,0
대전복합,대전광역시,동구,36.35032438,127.43675,광주(유·스퀘어),광주광역시,서구,35.1604031,126.8793103,13300,19400,25200,15900,23200,30200
대전복합,대전광역시,동구,36.35032438,127.43675,당진,충청남도,당진시,36.9024562,126.645964,9400,13800,0,0,0,0
대전복합,대전광역시,동구,36.35032438,127.43675,당진기지시,충청남도,당진시,36.90415581,126.6943833,9100,13300,0,0,0,0
대전복합,대전광역시,동구,36.35032438,127.43675,동서울,서울특별시,광진구,37.53460761,127.0941883,12400,18100,0,14800,21700,0
대전복합,대전광역시,동구,36.35032438,127.43675,서산,충청남도,서산시,36.78184662,126.458549,9700,14100,0,0,0,0
대전복합,대전광역시,동구,36.35032438,127.43675,서울경부,서울특별시,서초구,37.50619217,127.007451,11400,16600,21500,13600,19900,25800
대전복합,대전광역시,동구,36.35032438,127.43675,인천,인천광역시,미추홀구,37.44177704,126.7014809,12900,18900,24500,15400,22600,29400
대전복합,대전광역시,동구,36.35032438,127.43675,전주고속터미널,전라북도,전주시 덕진구,35.83450993,127.1292206,8600,11200,0,10300,13400,0
대전복합,대전광역시,동구,36.35032438,127.43675,전주호남제일문,전라북도,전주시 덕진구,35.86961616,127.0713727,7500,9700,0,9000,11600,0
대전복합,대전광역시,동구,36.35032438,127.43675,태안,충청남도,태안군,36.74805446,126.3032382,11000,16000,0,0,0,0
대전청사(샘머리),대전광역시,서구,36.36141363,127.3905852,광주(유·스퀘어),광주광역시,서구,35.1604031,126.8793103,13300,19400,25200,15900,23200,30200
대전청사(샘머리),대전광역시,서구,36.36141363,127.3905852,서울경부,서울특별시,서초구,37.50619217,127.007451,11500,16900,0,13800,20200,0
대전청사(샘머리),대전광역시,서구,36.36141363,127.3905852,전주고속터미널,전라북도,전주시 덕진구,35.83450993,127.1292206,7700,10000,0,9200,12000,0
대전청사(샘머리),대전광역시,서구,36.36141363,127.3905852,전주호남제일문,전라북도,전주시 덕진구,35.86961616,127.0713727,6600,8500,0,7900,10200,0
덕산스파,충청남도,예산군,36.69394416,126.6563844,센트럴시티(서울),서울특별시,서초구,37.50619217,127.007451,9100,13300,0,0,0,0
동광양(중마),전라남도,광양시,34.93602078,127.6994498,김해공항,부산광역시,강서구,35.17248776,128.9467853,0,16900,22000,0,16900,26400
동광양(중마),전라남도,광양시,34.93602078,127.6994498,부산,부산광역시,사상구,35.16323947,128.9825254,0,17800,23100,0,21400,27700
동광양(중마),전라남도,광양시,34.93602078,127.6994498,서부산(사상),부산광역시,사상구,35.16323947,128.9825254,0,17000,0,0,0,0
동광양(중마),전라남도,광양시,34.93602078,127.6994498,센트럴시티(서울),서울특별시,서초구,37.50619217,127.007451,23400,34700,45100,28000,41600,54100
동광양(중마),전라남도,광양시,34.93602078,127.6994498,인천공항T1,인천광역시,중구,37.44673742,126.4553059,0,48900,0,0,58600,76300
동광양(중마),전라남도,광양시,34.93602078,127.6994498,인천공항T2,인천광역시,중구,37.46576234,126.4318247,0,48900,0,0,58600,76300
동광양(중마),전라남도,광양시,34.93602078,127.6994498,정안(휴)상행,충청남도,공주시,36.5694881,127.1151662,15100,22600,0,0,0,0
동대구,대구광역시,동구,35.87798596,128.6303085,광주(유·스퀘어),광주광역시,서구,35.1604031,126.8793103,15600,22900,29700,18700,27400,35600
동대구,대구광역시,동구,35.87798596,128.6303085,구리,경기도,구리시,37.6018398,127.1434887,0,29000,0,0,34800,0
동대구,대구광역시,동구,35.87798596,128.6303085,동서울,서울특별시,광진구,37.53460761,127.0941883,20500,30200,0,24600,36200,0
동대구,대구광역시,동구,35.87798596,128.6303085,마산,경상남도,창원시 마산합포구,35.17900442,128.5603845,9400,12200,0,11200,14600,0
동대구,대구광역시,동구,35.87798596,128.6303085,마산내서,경상남도,창원시 마산회원구,35.2557398,128.5131749,8200,10700,0,9800,12800,0
동대구,대구광역시,동구,35.87798596,128.6303085,목포,전라남도,목포시,34.81274021,126.4178119,0,30800,0,0,0,0
동대구,대구광역시,동구,35.87798596,128.6303085,부산,부산광역시,사상구,35.16323947,128.9825254,7500,11000,0,9000,13200,0
동대구,대구광역시,동구,35.87798596,128.6303085,서울경부,서울특별시,서초구,37.50619217,127.007451,20300,30000,39000,24300,36000,46800
동대구,대구광역시,동구,35.87798596,128.6303085,선산(휴)상행,경상북도,구미시,36.2575225,128.2435881,4800,7300,0,0,0,0
동대구,대구광역시,동구,35.87798596,128.6303085,원주,강원도,원주시,37.34491889,127.9307166,0,24000,0,0,0,0
동대구,대구광역시,동구,35.87798596,128.6303085,유성복합,대전광역시,유성구,36.3555395,127.3303349,13600,17700,23000,16300,21200,27600
동대구,대구광역시,동구,35.87798596,128.6303085,의정부,경기도,의정부시,37.74521676,127.0550698,0,31800,0,0,38100,0
동대구,대구광역시,동구,35.87798596,128.6303085,인천,인천광역시,미추홀구,37.44177704,126.7014809,21700,32100,41700,26000,38500,50000
동대구,대구광역시,동구,35.87798596,128.6303085,전주고속터미널,전라북도,전주시 덕진구,35.83450993,127.1292206,14500,21200,0,17400,25400,0
동대구,대구광역시,동구,35.87798596,128.6303085,진주,경상남도,진주시,35.178698,128.0930065,10600,15600,0,12700,18700,0
동대구,대구광역시,동구,35.87798596,128.6303085,진주개양,경상남도,진주시,35.15943584,128.1092155,10600,15600,0,12700,18700,0
동대구,대구광역시,동구,35.87798596,128.6303085,진해,경상남도,창원시 진해구,35.14464765,128.6615316,11400,14900,0,13600,17800,0
동대구,대구광역시,동구,35.87798596,128.6303085,춘천,강원도,춘천시,37.8646944,127.7175294,21400,31600,0,25600,37900,0
동서울,서울특별시,광진구,37.53460761,127.0941883,강릉,강원도,강릉시,37.75468042,128.8788757,15600,22800,25200,18700,27300,30200
동서울,서울특별시,광진구,37.53460761,127.0941883,광주(유·스퀘어),광주광역시,서구,35.1604031,126.8793103,22500,33300,43200,27000,39900,0
동서울,서울특별시,광진구,37.53460761,127.0941883,낙동강(휴)하행,경상북도,구미시,36.3451705,128.2967115,15300,22600,0,0,0,0
동서울,서울특별시,광진구,37.53460761,127.0941883,대전복합,대전광역시,동구,36.35032438,127.43675,12400,18100,0,14800,21700,0
동서울,서울특별시,광진구,37.53460761,127.0941883,동대구,대구광역시,동구,35.87798596,128.6303085,20500,30200,0,0,36200,0
동서울,서울특별시,광진구,37.53460761,127.0941883,동해,강원도,동해시,37.52770657,129.1040424,20600,26800,34800,24700,32100,41700
동서울,서울특별시,광진구,37.53460761,127.0941883,마산,경상남도,창원시 마산합포구,35.17900442,128.5603845,24600,36600,47500,0,43900,57000
동서울,서울특별시,광진구,37.53460761,127.0941883,마산내서,경상남도,창원시 마산회원구,35.2557398,128.5131749,24600,36600,47500,0,43900,0
동서울,서울특별시,광진구,37.53460761,127.0941883,부산,부산광역시,사상구,35.16323947,128.9825254,26800,40000,0,0,48000,0
동서울,서울특별시,광진구,37.53460761,127.0941883,삼척,강원도,삼척시,37.4401469,129.1690379,22700,29500,38300,27200,35400,39000
동서울,서울특별시,광진구,37.53460761,127.0941883,서대구,대구광역시,북구,35.8902631,128.5614147,20500,30200,0,0,36200,0
동서울,서울특별시,광진구,37.53460761,127.0941883,서부산(사상),부산광역시,사상구,35.16323947,128.9825254,27300,40700,0,32700,48800,0
동서울,서울특별시,광진구,37.53460761,127.0941883,선산(휴)하행,경상북도,구미시,36.2562104,128.2411995,15600,22900,0,0,27400,0
동서울,서울특별시,광진구,37.53460761,127.0941883,속초,강원도,속초시,38.1904606,128.598776,16100,20900,27100,0,25000,32500
동서울,서울특별시,광진구,37.53460761,127.0941883,양양,강원도,양양군,38.08529403,128.6297767,14200,18300,23900,0,21900,28600
동서울,서울특별시,광진구,37.53460761,127.0941883,인삼랜드(휴)하행,충청남도,금산군,36.1527445,127.4963115,14100,20500,0,0,0,0
동서울,서울특별시,광진구,37.53460761,127.0941883,전주고속터미널,전라북도,전주시 덕진구,35.83450993,127.1292206,16700,24500,0,20000,29400,0
동서울,서울특별시,광진구,37.53460761,127.0941883,정안(휴)하행,충청남도,공주시,36.5678445,127.1141772,10000,14600,0,0,0,0
동서울,서울특별시,광진구,37.53460761,127.0941883,진주,경상남도,진주시,35.178698,128.0930065,24200,35900,46600,0,43000,55900
동서울,서울특별시,광진구,37.53460761,127.0941883,진주개양,경상남도,진주시,35.15943584,128.1092155,24200,35900,46600,0,43000,55900
동서울,서울특별시,광진구,37.53460761,127.0941883,진주혁신,경상남도,진주시,35.18216876,128.1215123,24200,35900,46600,0,43000,55900
동서울,서울특별시,광진구,37.53460761,127.0941883,진해,경상남도,창원시 진해구,35.14464765,128.6615316,25500,38000,49400,0,45600,59200
동서울,서울특별시,광진구,37.53460761,127.0941883,창원,경상남도,창원시 의창구,35.23633077,128.6393657,24900,37000,48100,0,44400,57700
동서울,서울특별시,광진구,37.53460761,127.0941883,창원역,경상남도,창원시 마산회원구,35.23906692,128.5834636,24900,37000,48100,0,44400,57700
동서울,서울특별시,광진구,37.53460761,127.0941883,청주고속터미널,충청북도,청주시 흥덕구,36.6273184,127.4304102,9900,14400,0,11800,17900,0
동서울,서울특별시,광진구,37.53460761,127.0941883,횡성(휴)하행,강원도,횡성군,37.4615442,128.1350662,8900,13100,0,0,0,0
동천(호남),경기도,용인시 수지구,37.33878697,127.1031313,완도,전라남도,완도군,34.31857053,126.7449548,28300,42200,0,33900,50600,0
동천(호남),경기도,용인시 수지구,37.33878697,127.1031313,완도항,전라남도,완도군,34.31671584,126.7613347,28300,42400,0,33900,50800,0
동천(호남),경기도,용인시 수지구,37.33878697,127.1031313,원동,경기도,오산시,37.14635067,127.0668398,27300,40600,0,32700,48700,0
동해,강원도,동해시,37.52770657,129.1040424,동서울,서울특별시,광진구,37.53460761,127.0941883,20600,26800,34800,24700,32100,41700
동해,강원도,동해시,37.52770657,129.1040424,서울경부,서울특별시,서초구,37.50619217,127.007451,20900,27200,35300,25000,32600,42300
동해,강원도,동해시,37.52770657,129.1040424,수원,경기도,수원시 권선구,37.25108002,127.0198291,20200,26300,34100,24200,0,40900
동해,강원도,동해시,37.52770657,129.1040424,신갈시외(두진A),경기도,용인시 기흥구,37.2731115,127.1051662,18900,24500,31800,22600,0,38100
동해,강원도,동해시,37.52770657,129.1040424,영통,경기도,수원시 팔달구,37.27652065,127.0391258,19100,24800,32200,22900,0,38600
동해,강원도,동해시,37.52770657,129.1040424,횡성(휴)상행,강원도,횡성군,37.4627881,128.1345995,9300,13600,0,0,0,0
마산,경상남도,창원시 마산합포구,35.17900442,128.5603845,광주(유·스퀘어),광주광역시,서구,35.1604031,126.8793103,16800,21900,28500,0,0,0
마산,경상남도,창원시 마산합포구,35.17900442,128.5603845,나주,전라남도,나주시,35.03361936,126.7214999,0,28600,37200,0,0,0
마산,경상남도,창원시 마산합포구,35.17900442,128.5603845,나주혁신,전라남도,나주시,35.01682149,126.7844769,0,27000,35100,0,0,0
마산,경상남도,창원시 마산합포구,35.17900442,128.5603845,동대구,대구광역시,동구,35.87798596,128.6303085,9400,12200,0,11200,14600,0
마산,경상남도,창원시 마산합포구,35.17900442,128.5603845,동서울,서울특별시,광진구,37.53460761,127.0941883,24600,36600,47500,29500,43900,57000
마산,경상남도,창원시 마산합포구,35.17900442,128.5603845,마산내서,경상남도,창원시 마산회원구,35.2557398,128.5131749,1600,1600,0,1900,1900,0
마산,경상남도,창원시 마산합포구,35.17900442,128.5603845,서대구,대구광역시,북구,35.8902631,128.5614147,8100,10500,0,9700,12600,0
마산,경상남도,창원시 마산합포구,35.17900442,128.5603845,서울경부,서울특별시,서초구,37.50619217,127.007451,24500,36300,47100,29400,43500,56500
마산,경상남도,창원시 마산합포구,35.17900442,128.5603845,선산(휴)상행,경상북도,구미시,36.2575225,128.2435881,9000,13600,0,0,0,0
마산,경상남도,창원시 마산합포구,35.17900442,128.5603845,섬진강(휴)상행,전라남도,광양시,34.9849551,127.7686772,0,10200,0,0,0,0
마산,경상남도,창원시 마산합포구,35.17900442,128.5603845,성남(분당),경기도,성남시 분당구,37.41312486,127.1274153,24200,35900,0,29000,43000,0
마산,경상남도,창원시 마산합포구,35.17900442,128.5603845,용인,경기도,용인시 처인구,37.23287601,127.2097025,24000,35600,46200,28800,42700,55400
마산,경상남도,창원시 마산합포구,35.17900442,128.5603845,용인기흥역,경기도,용인시 기흥구,37.28044362,127.1026028,24000,35600,46200,28800,42700,55400
마산,경상남도,창원시 마산합포구,35.17900442,128.5603845,용인신갈(고가밑),경기도,용인시 기흥구,37.27145424,127.1043258,24000,35600,46200,28800,42700,55400
마산,경상남도,창원시 마산합포구,35.17900442,128.5603845,진해,경상남도,창원시 진해구,35.14464765,128.6615316,2000,2600,0,2400,3100,0
마산내서,경상남도,창원시 마산회원구,35.2557398,128.5131749,광주(유·스퀘어),광주광역시,서구,35.1604031,126.8793103,0,20500,26700,0,0,0
마산내서,경상남도,창원시 마산회원구,35.2557398,128.5131749,나주,전라남도,나주시,35.03361936,126.7214999,0,27300,35500,0,0,0
마산내서,경상남도,창원시 마산회원구,35.2557398,128.5131749,나주혁신,전라남도,나주시,35.01682149,126.7844769,0,25800,33500,0,0,0
마산내서,경상남도,창원시 마산회원구,35.2557398,128.5131749,동대구,대구광역시,동구,35.87798596,128.6303085,8200,10700,0,9800,12800,0
마산내서,경상남도,창원시 마산회원구,35.2557398,128.5131749,동서울,서울특별시,광진구,37.53460761,127.0941883,24600,36600,47500,29500,43900,57000
마산내서,경상남도,창원시 마산회원구,35.2557398,128.5131749,마산,경상남도,창원시 마산합포구,35.17900442,128.5603845,1600,1600,0,1900,1900,0
마산내서,경상남도,창원시 마산회원구,35.2557398,128.5131749,서대구,대구광역시,북구,35.8902631,128.5614147,6900,9000,0,8200,10800,0
마산내서,경상남도,창원시 마산회원구,35.2557398,128.5131749,서울경부,서울특별시,서초구,37.50619217,127.007451,24500,36300,47100,29400,43500,56500
마산내서,경상남도,창원시 마산회원구,35.2557398,128.5131749,선산(휴)상행,경상북도,구미시,36.2575225,128.2435881,9000,13600,0,0,0,0
마산내서,경상남도,창원시 마산회원구,35.2557398,128.5131749,용인,경기도,용인시 처인구,37.23287601,127.2097025,24000,35600,46200,28800,42700,55400
마산내서,경상남도,창원시 마산회원구,35.2557398,128.5131749,용인기흥역,경기도,용인시 기흥구,37.28044362,127.1026028,24000,35600,46200,28800,42700,55400
마산내서,경상남도,창원시 마산회원구,35.2557398,128.5131749,용인신갈(고가밑),경기도,용인시 기흥구,37.27145424,127.1043258,24000,35600,46200,28800,42700,55400
마산내서,경상남도,창원시 마산회원구,35.2557398,128.5131749,진해,경상남도,창원시 진해구,35.14464765,128.6615316,3200,4200,0,3800,5000,0
목포,전라남도,목포시,34.81274021,126.4178119,경주,경상북도,경주시,35.83980001,129.2024687,0,36800,47800,0,0,0
목포,전라남도,목포시,34.81274021,126.4178119,공주,충청남도,공주시,36.46857368,127.134758,0,27700,0,0,0,0
목포,전라남도,목포시,34.81274021,126.4178119,광주(유·스퀘어),광주광역시,서구,35.1604031,126.8793103,0,9300,11200,0,0,0
목포,전라남도,목포시,34.81274021,126.4178119,구미,경상북도,구미시,36.12270234,128.3520893,0,36600,0,0,0,0
목포,전라남도,목포시,34.81274021,126.4178119,동대구,대구광역시,동구,35.87798596,128.6303085,0,30800,0,0,0,0
목포,전라남도,목포시,34.81274021,126.4178119,세종터미널,세종특별자치시,,36.46922276,127.2736575,0,31000,0,0,0,0
목포,전라남도,목포시,34.81274021,126.4178119,센트럴시티(서울),서울특별시,서초구,37.50619217,127.007451,25900,36000,46800,31000,43200,56100
목포,전라남도,목포시,34.81274021,126.4178119,수원,경기도,수원시 권선구,37.25108002,127.0198291,25100,32600,42400,0,39100,0
목포,전라남도,목포시,34.81274021,126.4178119,인천,인천광역시,미추홀구,37.44177704,126.7014809,26700,34700,45100,0,41600,54100
목포,전라남도,목포시,34.81274021,126.4178119,인천공항T1,인천광역시,중구,37.44673742,126.4553059,0,44400,57700,0,53200,69200
목포,전라남도,목포시,34.81274021,126.4178119,인천공항T2,인천광역시,중구,37.46576234,126.4318247,0,44400,57700,0,53200,69200
목포,전라남도,목포시,34.81274021,126.4178119,정안(휴)상행,충청남도,공주시,36.5694881,127.1151662,15900,23900,0,0,0,0
목포,전라남도,목포시,34.81274021,126.4178119,포항시외,경상북도,포항시 남구,36.01347278,129.3496772,0,42200,54900,0,0,0
무안,전라남도,무안군,34.98811734,126.4782206,센트럴시티(서울),서울특별시,서초구,37.50619217,127.007451,25700,33500,43600,0,0,0
배방정류소,충청남도,아산시,36.77545901,127.0638661,서울경부,서울특별시,서초구,37.50619217,127.007451,8100,10600,0,9700,12700,0
배방정류소,충청남도,아산시,36.77545901,127.0638661,인천,인천광역시,미추홀구,37.44177704,126.7014809,10400,13500,0,0,16200,0
벌교,전라남도,보성군,34.84828537,127.3510913,센트럴시티(서울),서울특별시,서초구,37.50619217,127.007451,28400,36900,0,0,0,0
병점,경기도,화성시 병점구,37.2068638,127.0353768,순천,전라남도,순천시,34.94759395,127.491363,0,29000,0,0,34800,0
병점,경기도,화성시 병점구,37.2068638,127.0353768,여수,전라남도,여수시,34.75820211,127.716998,0,35500,0,0,42600,0
병점,경기도,화성시 병점구,37.2068638,127.0353768,여천,전라남도,여수시,34.77768385,127.6514147,0,34100,0,0,40900,0
보령,충청남도,보령시,36.34238301,126.5896274,센트럴시티(서울),서울특별시,서초구,37.50619217,127.007451,12900,18900,0,0,0,0
보성,전라남도,보성군,34.84828537,127.3510913,센트럴시티(서울),서울특별시,서초구,37.50619217,127.007451,30700,39900,0,0,0,0
부산,부산광역시,사상구,35.16323947,128.9825254,광양,전라남도,광양시,34.96971727,127.5899837,0,19100,24800,0,22900,29800
부산,부산광역시,사상구,35.16323947,128.9825254,광주(유·스퀘어),광주광역시,서구,35.1604031,126.8793103,19400,28600,37100,23200,34300,44500
부산,부산광역시,사상구,35.16323947,128.9825254,낙동강(휴)상행,경상북도,의성군,36.3468501,128.2934102,11500,17400,0,0,0,0
부산,부산광역시,사상구,35.16323947,128.9825254,내포,충청남도,예산군,36.65902489,126.6705205,0,39700,0,0,0,0
부산,부산광역시,사상구,35.16323947,128.9825254,논산,충청남도,논산시,36.20312149,127.0882356,20700,30300,0,24800,36300,0
부산,부산광역시,사상구,35.16323947,128.9825254,당진,충청남도,당진시,36.9024562,126.645964,28200,36600,0,33800,43900,0
부산,부산광역시,사상구,35.16323947,128.9825254,당진기지시,충청남도,당진시,36.90415581,126.6943833,27500,35700,0,33000,42800,0
부산,부산광역시,사상구,35.16323947,128.9825254,대구용계,대구광역시,동구,35.87229744,128.6877534,7500,11000,0,9000,13200,0
부산,부산광역시,사상구,35.16323947,128.9825254,동광양(중마),전라남도,광양시,34.93602078,127.6994498,0,17800,23100,0,21400,27700
부산,부산광역시,사상구,35.16323947,128.9825254,동대구,대구광역시,동구,35.87798596,128.6303085,7500,11000,0,9000,13200,0
부산,부산광역시,사상구,35.16323947,128.9825254,동서울,서울특별시,광진구,37.53460761,127.0941883,26800,40000,0,32100,48000,0
부산,부산광역시,사상구,35.16323947,128.9825254,서산,충청남도,서산시,36.78184662,126.458549,32400,42100,0,38800,50500,0
부산,부산광역시,사상구,35.16323947,128.9825254,서울경부,서울특별시,서초구,37.50619217,127.007451,26700,39700,51600,32000,47600,61900
부산,부산광역시,사상구,35.16323947,128.9825254,섬진강(휴)상행,전라남도,광양시,34.9849551,127.7686772,11100,16300,0,0,0,0
부산,부산광역시,사상구,35.16323947,128.9825254,성남(분당),경기도,성남시 분당구,37.41312486,127.1274153,26400,39300,51000,31600,47100,61200
부산,부산광역시,사상구,35.16323947,128.9825254,순천,전라남도,순천시,34.94759395,127.491363,14200,19900,25900,17000,23800,0
부산,부산광역시,사상구,35.16323947,128.9825254,여수,전라남도,여수시,34.75820211,127.716998,16100,23600,30000,19300,28300,0
부산,부산광역시,사상구,35.16323947,128.9825254,여천,전라남도,여수시,34.77768385,127.6514147,16100,23600,30000,19300,28300,0
부산,부산광역시,사상구,35.16323947,128.9825254,연무대,경기도,수원시 팔달구,37.27652065,127.0391258,20100,28700,0,24100,34400,0
부산,부산광역시,사상구,35.16323947,128.9825254,용인,경기도,용인시 처인구,37.23287601,127.2097025,0,38700,0,0,0,0
부산,부산광역시,사상구,35.16323947,128.9825254,용인기흥역,경기도,용인시 기흥구,37.28044362,127.1026028,0,37400,0,0,0,0
부산,부산광역시,사상구,35.16323947,128.9825254,용인신갈(고가밑),경기도,용인시 기흥구,37.27145424,127.1043258,0,37400,0,0,0,0
부산,부산광역시,사상구,35.16323947,128.9825254,유성복합,대전광역시,유성구,36.3555395,127.3303349,22000,28600,37100,26400,34300,44500
부산,부산광역시,사상구,35.16323947,128.9825254,인천,인천광역시,미추홀구,37.44177704,126.7014809,28000,41800,54300,33600,50100,65100
부산,부산광역시,사상구,35.16323947,128.9825254,전주고속터미널,전라북도,전주시 덕진구,35.83450993,127.1292206,19600,28900,37500,23500,34600,45000
부산,부산광역시,사상구,35.16323947,128.9825254,청주고속터미널,충청북도,청주시 흥덕구,36.6273184,127.4304102,20000,29500,38300,24000,35400,45900
부산,부산광역시,사상구,35.16323947,128.9825254,홍성,충청남도,홍성군,36.60094585,126.6760965,0,41300,0,0,0,0
삼척,강원도,삼척시,37.4401469,129.1690379,동서울,서울특별시,광진구,37.53460761,127.0941883,22700,29500,38300,27200,35400,45900
삼척,강원도,삼척시,37.4401469,129.1690379,서울경부,서울특별시,서초구,37.50619217,127.007451,23100,30000,39000,27700,36000,46800
삼척,강원도,삼척시,37.4401469,129.1690379,수원,경기도,수원시 권선구,37.25108002,127.0198291,22300,29000,37700,26700,34800,45200
삼척,강원도,삼척시,37.4401469,129.1690379,신갈시외(두진A),경기도,용인시 기흥구,37.2731115,127.1051662,21000,27300,35400,25200,0,42400
삼척,강원도,삼척시,37.4401469,129.1690379,영통,경기도,수원시 팔달구,37.27652065,127.0391258,21200,27600,35800,25400,0,42900
삼척,강원도,삼척시,37.4401469,129.1690379,횡성(휴)상행,강원도,횡성군,37.4627881,128.1345995,9900,16000,0,0,0,0
삼척해변,강원도,삼척시,37.46792498,129.1698406,서울경부,서울특별시,서초구,37.50619217,127.007451,22800,29700,38600,27300,35600,46300
삼척해변,강원도,삼척시,37.46792498,129.1698406,수원,경기도,수원시 권선구,37.25108002,127.0198291,0,28700,35400,0,34400,42400
삼척해변,강원도,삼척시,37.46792498,129.1698406,신갈시외(두진A),경기도,용인시 기흥구,37.2731115,127.1051662,0,26900,33200,0,32200,39800
삼척해변,강원도,삼척시,37.46792498,129.1698406,영통,경기도,수원시 팔달구,37.27652065,127.0391258,0,27200,33500,0,32600,40200
삼척해변,강원도,삼척시,37.46792498,129.1698406,횡성(휴)상행,강원도,횡성군,37.4627881,128.1345995,12100,15700,0,0,0,0
상주,경상북도,상주시,36.41907395,128.151439,서울경부,서울특별시,서초구,37.50619217,127.007451,14400,21100,0,17200,25300,0
서대구,대구광역시,북구,35.8902631,128.5614147,광주(유·스퀘어),광주광역시,서구,35.1604031,126.8793103,15600,22900,29700,18700,27400,35600
서대구,대구광역시,북구,35.8902631,128.5614147,동서울,서울특별시,광진구,37.53460761,127.0941883,20500,30200,0,24600,36200,0
서대구,대구광역시,북구,35.8902631,128.5614147,마산,경상남도,창원시 마산합포구,35.17900442,128.5603845,8100,10500,0,9700,12600,0
서대구,대구광역시,북구,35.8902631,128.5614147,마산내서,경상남도,창원시 마산회원구,35.2557398,128.5131749,6900,9000,0,8200,10800,0
서대구,대구광역시,북구,35.8902631,128.5614147,서울경부,서울특별시,서초구,37.50619217,127.007451,20300,30000,39000,24300,36000,46800
서대구,대구광역시,북구,35.8902631,128.5614147,선산(휴)상행,경상북도,구미시,36.2575225,128.2435881,4800,7300,0,0,0,0
서대구,대구광역시,북구,35.8902631,128.5614147,인천,인천광역시,미추홀구,37.44177704,126.7014809,21700,32100,41700,26000,38500,50000
서대구,대구광역시,북구,35.8902631,128.5614147,전주고속터미널,전라북도,전주시 덕진구,35.83450993,127.1292206,14500,21200,0,17400,25400,0
서대구,대구광역시,북구,35.8902631,128.5614147,진주,경상남도,진주시,35.178698,128.0930065,10600,15600,0,12700,18700,0
서대구,대구광역시,북구,35.8902631,128.5614147,진주개양,경상남도,진주시,35.15943584,128.1092155,10600,15600,0,12700,18700,0
서대구,대구광역시,북구,35.8902631,128.5614147,진해,경상남도,창원시 진해구,35.14464765,128.6615316,10100,13200,0,12100,15800,0
서대구,대구광역시,북구,35.8902631,128.5614147,춘천,강원도,춘천시,37.8646944,127.7175294,21400,31600,0,25600,37900,0
서부산(사상),부산광역시,사상구,35.16323947,128.9825254,광주(유·스퀘어),광주광역시,서구,35.1604031,126.8793103,19900,25900,33700,23800,31000,40400
서부산(사상),부산광역시,사상구,35.16323947,128.9825254,나주,전라남도,나주시,35.03361936,126.7214999,0,32600,0,0,0,0
서부산(사상),부산광역시,사상구,35.16323947,128.9825254,나주혁신,전라남도,나주시,35.01682149,126.7844769,0,31100,0,0,0,0
서부산(사상),부산광역시,사상구,35.16323947,128.9825254,당진,충청남도,당진시,36.9024562,126.645964,25900,36500,0,31000,43800,0
서부산(사상),부산광역시,사상구,35.16323947,128.9825254,당진기지시,충청남도,당진시,36.90415581,126.6943833,25500,35600,0,30600,42700,0
서부산(사상),부산광역시,사상구,35.16323947,128.9825254,동서울,서울특별시,광진구,37.53460761,127.0941883,27300,40700,0,32700,48800,0
서부산(사상),부산광역시,사상구,35.16323947,128.9825254,서산,충청남도,서산시,36.78184662,126.458549,0,42000,0,0,0,0
서부산(사상),부산광역시,사상구,35.16323947,128.9825254,서울경부,서울특별시,서초구,37.50619217,127.007451,27200,40400,52500,32600,48400,63000
